trajectory	contrast	pathway	day	delta_auc_day	direction_day	main_direction	direction_consistent	n_cells_case	n_cells_reference
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D11	-0.1900259256362915	negative	negative	True	8369	5952
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D7	0.1096390485763549	positive	negative	False	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D9	-0.1568618416786193	negative	negative	True	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D11	0.0425977259874343	positive	negative	False	8380	10868
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D7	0.1224578917026519	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D9	-0.3247490227222442	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D11	0.1216051578521728	positive	negative	False	8369	5952
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D7	0.1755121946334839	positive	negative	False	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D9	-0.3955062329769134	negative	negative	True	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D11	0.2566486001014709	positive	negative	False	4154	10868
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D7	0.952062726020813	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D9	-0.7795156240463257	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	RIBOSOME_TRANSLATION	D11	-0.0083467960357666	negative	negative	True	8369	5952
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D7	0.368295669555664	positive	positive	True	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D9	0.0654733180999755	positive	positive	True	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HEME_GLOBIN	D11	-0.143464982509613	negative	positive	False	8380	10868
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D7	0.3048904538154602	positive	positive	True	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D9	-0.014021560549736	negative	positive	False	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	IRON_TRANSPORT	D11	-0.068011075258255	negative	positive	False	8380	10868
erythroid	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D7	-0.0781609043478965	negative	negative	True	10768	8321
erythroid	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D9	-0.0408613383769989	negative	negative	True	10620	9051
erythroid	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D11	0.1138668209314346	positive	negative	False	7316	8380
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D7	0.1435511857271194	positive	negative	False	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D9	-0.3488551080226898	negative	negative	True	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D11	0.0590211004018783	positive	negative	False	8380	10868
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D7	0.1259441673755645	positive	negative	False	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D9	-0.2584400177001953	negative	negative	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D11	0.0400067120790481	positive	negative	False	7554	5952
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D7	0.236286774277687	positive	negative	False	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D9	-0.922347128391266	negative	negative	True	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	INFLAMMATORY_INTERFERON	D11	0.4095112681388855	positive	negative	False	4154	10868
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D7	0.1206372827291488	positive	negative	False	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D9	-0.1292840540409088	negative	negative	True	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D11	0.0409301221370697	positive	negative	False	7332	9598
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D7	0.182325854897499	positive	positive	True	6774	8596
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D9	-0.3746634423732757	negative	positive	False	8702	8522
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INTERFERON_GAMMA_RESPONSE	D11	0.2030171006917953	positive	positive	True	5357	9598
myeloid	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D7	-0.0829214230179786	negative	negative	True	6356	7506
myeloid	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D9	-0.0503174364566803	negative	negative	True	9485	7243
myeloid	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D11	0.0646598786115646	positive	negative	False	9301	7554
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D7	0.3638439178466797	positive	positive	True	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D9	0.0931571722030639	positive	positive	True	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	ERYTHROID_MATURATION	D11	-0.2076300978660583	negative	positive	False	8380	10868
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D7	0.1275852769613266	positive	negative	False	6774	8596
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D9	-0.2796968221664428	negative	negative	True	8702	8522
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D11	0.1350907385349273	positive	negative	False	5357	9598
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D7	0.118608221411705	positive	positive	True	6774	8596
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D9	-0.180743396282196	negative	positive	False	8702	8522
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_INFLAMMATORY_RESPONSE	D11	0.1182649731636047	positive	positive	True	5357	9598
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D7	0.2049982845783233	positive	negative	False	6774	8596
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D9	-0.2485570460557937	negative	negative	True	8702	8522
mk	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D11	0.1499891281127929	positive	negative	False	5357	9598
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D7	0.2018691599369049	positive	negative	False	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D9	-0.312730997800827	negative	negative	True	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D11	0.1554836183786392	positive	negative	False	4154	10868
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D7	0.1413565278053283	positive	negative	False	5791	9269
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D9	-0.3621872365474701	negative	negative	True	6469	6670
erythroid	Euploid_GATA1s_vs_Euploid_wtGATA1	CELL_CYCLE_E2F_G2M	D11	0.1886635869741439	positive	negative	False	4154	10868
mk	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D7	0.2711855769157409	positive	negative	False	7477	8596
mk	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D9	-0.2792003452777862	negative	negative	True	9336	8522
mk	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D11	-0.0111538134515285	negative	negative	True	7332	9598
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D7	0.2082096934318542	positive	negative	False	6893	9770
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D9	-0.2864996194839477	negative	negative	True	11663	7303
myeloid	Euploid_GATA1s_vs_Euploid_wtGATA1	HALLMARK_E2F_TARGETS	D11	-0.0878043174743652	negative	negative	True	8369	5952
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D7	0.2624322474002838	positive	positive	True	8321	9269
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D9	-0.3316457271575928	negative	positive	False	9051	6670
erythroid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D11	-0.0294201746582984	negative	positive	False	8380	10868
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D7	0.1991613507270813	positive	negative	False	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D9	-0.0816239416599273	negative	negative	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	MEGAKARYOCYTE_MATURATION	D11	-0.2572205066680908	negative	negative	True	7554	5952
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D7	0.2796936631202698	positive	negative	False	7506	9770
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D9	-0.2749553024768829	negative	negative	True	7243	7303
myeloid	T21_wtGATA1_vs_Euploid_wtGATA1	CELL_CYCLE_EXIT	D11	-0.0725568979978561	negative	negative	True	7554	5952
mk	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D7	-0.0807253271341323	negative	negative	True	6109	7477
mk	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D9	-0.0421239584684371	negative	negative	True	9157	9336
mk	T21_GATA1s_vs_T21_wtGATA1	INFLAMMATORY_INTERFERON	D11	0.1127803847193718	positive	negative	False	7725	7332
